infinitive,third_person_singular,past,present_participle,past_participle
duel,duels,duelled,duelling,duelled
fellowship,fellowships,fellowshiped,fellowshiping,fellowshiped
undig,undigs,undug,undigging,undug
outsally,outsallies,outsallied,outsallying,outsallied
skibob,skibobs,skibobbed,skibobbing,skibobbed
aggro,aggroes,aggroed,aggroing,aggroed
counterparry,counterparries,counterparried,counterparrying,counterparried
titch,titches,titched,titching,titched
electrify,electrifies,electrified,electrifying,electrified
grin,grins,grinned,grinning,grinned
pleach,pleaches,pleached,pleaching,pleached
marquee,marquees,marqueed,marqueeing,marqueed
codicil,codicils,codicilled,codicilling,codicilled
wardrive,wardrives,wardrove,wardriving,wardriven
cityfy,cityfies,cityfied,cityfying,cityfied
underclassify,underclassifies,underclassified,underclassifying,underclassified
primp,primps,primped,primping,primped
photoemit,photoemits,photoemitted,photoemitting,photoemitted
unset,unsets,unset,unsetting,unset
bletch,bletches,bletched,bletching,bletched
bestand,bestands,bestood,bestanding,bestood
bide,bides,bided,biding,bidden
rehear,rehears,reheard,rehearing,reheard
sump,sumps,sumped,sumping,sumped
underthink,underthinks,underthought,underthinking,underthought
overburn,overburns,overburnt,overburning,overburnt
semiquantify,semiquantifies,semiquantified,semiquantifying,semiquantified
beastify,beastifies,beastified,beastifying,beastified
autocamp,autocamps,autocamped,autocamping,autocamped
fee,fees,feed,feeing,feed
kvetch,kvetches,kvetched,kvetching,kvetched
overamp,overamps,overamped,overamping,overamped
tun,tuns,tunned,tunning,tunned
de,diz,did,dein,dyun
rufie,rufies,rufied,rufying,rufied
berob,berobs,berobbed,berobbing,berobbed
clockwatch,clockwatches,clockwatched,clockwatching,clockwatched
unsteal,unsteals,unstole,unstealing,unstolen
orp,orps,orped,orping,orped
clinch,clinches,clinched,clinching,clinched
prethin,prethins,prethinned,prethinning,prethinned
applot,applots,applotted,applotting,applotted
disfancy,disfancies,disfancied,disfancying,disfancied
upgo,upgoes,upwent,upgoing,upgone
skelly,skellies,skellied,skellying,skellied
iranify,iranifies,iranified,iranifying,iranified
sculp,sculps,sculped,sculping,sculped
terrify,terrifies,terrified,terrifying,terrified
limbec,limbecs,limbecked,limbecking,limbecked
misbuild,misbuilds,misbuilt,misbuilding,misbuilt
meech,meeches,meeched,meeching,meeched
interdeal,interdeals,interdealt,interdealing,interdealt
coteach,coteaches,cotaught,coteaching,cotaught
overgive,overgives,overgave,overgiving,overgiven
got,got,had,goting,goted
magpie,magpies,magpied,magpieing,magpied
wrinch,wrinches,wrinched,wrinching,wrinched
swallie,swallies,swallit,swallyin,swallit
bobsled,bobsleds,bobsledded,bobsledding,bobsledded
gib,gibs,gibbed,gibbing,gibbed
befind,befinds,befound,befinding,befound
sty,sties,stied,stying,stied
misstring,misstrings,misstrung,misstringing,misstrung
rod,rods,rodded,rodding,rodded
fansie,fansies,fansied,fansying,fansied
outsum,outsums,outsummed,outsumming,outsummed
precut,precuts,precut,precutting,precut
dree,drees,dreed,dreeing,dreed
blowtorch,blowtorches,blowtorched,blowtorching,blowtorched
colead,coleads,coled,coleading,coled
defrog,defrogs,defrogged,defrogging,defrogged
beleave,beleaves,beleft,beleaving,beleft
countersink,countersinks,countersunk,countersinking,countersunk
divy,divies,divied,divying,divied
scranch,scranches,scranched,scranching,scranched
upsnatch,upsnatches,upsnatched,upsnatching,upsnatched
poddy,poddies,poddied,poddying,poddied
chug,chugs,chugged,chugging,chugged
necropsy,necropsies,necropsied,necropsying,necropsied
frac,fracs,fracced,fraccing,fracced
spoil,spoils,spoilt,spoiling,spoilt
interpel,interpels,interpelled,interpelling,interpelled
degod,degods,degodded,degodding,degodded
organify,organifies,organified,organifying,organified
dram,drams,drammed,dramming,drammed
rendezvous,rendezvous,rendezvoused,rendezvousing,rendezvoused
uncertify,uncertifies,uncertified,uncertifying,uncertified
saye,sayes,saide,sayeing,saide
lactify,lactifies,lactified,lactifying,lactified
misstitch,misstitches,misstitched,misstitching,misstitched
bedag,bedags,bedagged,bedagging,bedagged
torrefy,torrefies,torrefied,torrefying,torrefied
gad,gads,gadded,gadding,gadded
polybag,polybags,polybagged,polybagging,polybagged
bigify,bigifies,bigified,bigifying,bigified
rebear,rebears,rebore,rebearing,reborne
squillgee,squillgees,squillgeed,squillgeeing,squillgeed
uncodify,uncodifies,uncodified,uncodifying,uncodified
unsatisfy,unsatisfies,unsatisfied,unsatisfying,unsatisfied
squeg,squegs,squegged,squegging,squegged
uncast,uncasts,uncast,uncasting,uncast
overwet,overwets,overwetted,overwetting,overwetted
foreshew,foreshews,foreshewed,foreshewing,foreshewn
glassify,glassifies,glassified,glassifying,glassified
dog,dogs,dogged,dogging,dogged
sog,sogs,sogged,sogging,sogged
stilp,stilps,stilped,stilping,stilped
shittify,shittifies,shittified,shittifying,shittified
sprag,sprags,spragged,spragging,spragged
coquet,coquets,coquetted,coquetting,coquetted
backburn,backburns,backburnt,backburning,backburnt
swike,swikes,swoke,swiking,swicken
buckram,buckrams,buckrammed,buckraming,buckrammed
premultiply,premultiplies,premultiplied,premultiplying,premultiplied
outfight,outfights,outfought,outfighting,outfought
unpersonify,unpersonifies,unpersonified,unpersonifying,unpersonified
burp,burps,burped,burping,burped
lectotypify,lectotypifies,lectotypified,lectotypifying,lectotypified
orthography,orthographies,orthographied,orthographying,orthographied
shit,shits,shit,shitting,shitten
undraw,undraws,undrew,undrawing,undrawn
diesel,diesels,dieselled,dieselling,dieselled
zee,zees,zeed,zeeing,zeed
underpeep,underpeeps,underpeeped,underpeeping,underpeeped
outgo,outgoes,outwent,outgoing,outgone
shambok,shamboks,shambokked,shambokking,shambokked
bepity,bepities,bepitied,bepitying,bepitied
zombify,zombifies,zombified,zombifying,zombified
unbid,unbids,unbid,unbidding,unbidden
misgrow,misgrows,misgrew,misgrowing,misgrown
cotravel,cotravels,cotravelled,cotravelling,cotravelled
snoop,snoops,snooped,snooping,snooped
betrump,betrumps,betrumped,betrumping,betrumped
scravel,scravels,scravelled,scravelling,scravelled
shoe,shoes,shoed,shoeing,shoed
gumshoe,gumshoes,gumshoed,gumshoeing,gumshoed
unteach,unteaches,untaught,unteaching,untaught
stratify,stratifies,stratified,stratifying,stratified
dutchify,dutchifies,dutchified,dutchifying,dutchified
kernel,kernels,kernelled,kernelling,kernelled
refind,refinds,refound,refinding,refound
disenrich,disenriches,disenriched,disenriching,disenriched
repod,repods,repodded,repodding,repodded
genotypify,genotypifies,genotypified,genotypifying,genotypified
aunswer,aunswereth,aunswered,aunswering,aunswerd
dingo,dingoes,dingoed,dingoing,dingoed
conspiracy,conspiracies,conspiracied,conspiracying,conspiracied
necrobump,necrobumps,necrobumped,necrobumping,necrobumped
hornify,hornifies,hornified,hornifying,hornified
uncramp,uncramps,uncramped,uncramping,uncramped
misride,misrides,misrode,misriding,misridden
brady,bradies,bradied,bradying,bradied
overstretch,overstretches,overstretched,overstretching,overstretched
degut,deguts,degutted,degutting,degutted
repel,repels,repelled,repelling,repelled
punkify,punkifies,punkified,punkifying,punkified
skywatch,skywatches,skywatched,skywatching,skywatched
transesterify,transesterifies,transesterified,transesterifying,transesterified
yak,yaks,yakked,yakking,yakked
weep,weeps,wept,weeping,wept
miswrite,miswrites,miswrote,miswriting,miswritten
sot,sots,sotted,sotting,sotted
misweave,misweaves,miswove,misweaving,miswoven
maunch,maunches,maunched,maunching,maunched
unfreeze,unfreezes,unfroze,unfreezing,unfrozen
sweare,sweares,swore,swearing,sworne
stum,stums,stummed,stumming,stummed
cast,casts,cast,casting,cast
disenter,disenters,disenterred,disenterring,disenterred
smh,smhes,smhed,smhing,smhed
pet,pets,petted,petting,petted
overfeed,overfeeds,overfed,overfeeding,overfed
forspeak,forspeaks,forspoke,forspeaking,forspoken
unbench,unbenches,unbenched,unbenching,unbenched
upwrench,upwrenches,upwrenched,upwrenching,upwrenched
dizzy,dizzies,dizzied,dizzying,dizzied
mischoose,mischooses,mischose,mischoosing,mischosen
murphy,murphies,murphied,murphying,murphied
praetermit,praetermits,praetermitted,praetermitting,praetermitted
superfat,superfats,superfatted,superfatting,superfatted
wrongthink,wrongthinks,wrongthought,wrongthinking,wrongthought
restring,restrings,restrung,restringing,restrung
bib,bibs,bibbed,bibbing,bibbed
surmit,surmits,surmitted,surmitting,surmitted
disannul,disannuls,disannulled,disannulling,disannulled
forthset,forthsets,forthset,forthsetting,forthset
bloodfeed,bloodfeeds,bloodfed,bloodfeeding,bloodfed
subqualify,subqualifies,subqualified,subqualifying,subqualified
physic,physics,physicked,physicking,physicked
grouch,grouches,grouched,grouching,grouched
mispunch,mispunches,mispunched,mispunching,mispunched
betterfy,betterfies,betterfied,betterfying,betterfied
cultimulch,cultimulches,cultimulched,cultimulching,cultimulched
shed,sheds,shedded,shedding,shedded
rehem,rehems,rehemmed,rehemming,rehemmed
outreach,outreaches,outreached,outreaching,outreached
retrofit,retrofits,retrofitted,retrofitting,retrofitted
slue,slues,slued,slueing,slued
misdraw,misdraws,misdrew,misdrawing,misdrawn
bedraw,bedraws,bedrew,bedrawing,bedrawn
dun,duns,dunned,dunning,dunned
mistouch,mistouches,mistouched,mistouching,mistouched
misdrive,misdrives,misdrove,misdriving,misdriven
scob,scobs,scobbed,scobbing,scobbed
subunderlet,subunderlets,subunderlet,subunderletting,subunderlet
breastsleep,breastsleeps,breastslept,breastsleeping,breastslept
dogtrot,dogtrots,dogtrotted,dogtrotting,dogtrotted
flub,flubs,flubbed,flubbing,flubbed
chainsaw,chainsaws,chainsawed,chainsawing,chainsawn
recommodify,recommodifies,recommodified,recommodifying,recommodified
oversleep,oversleeps,overslept,oversleeping,overslept
outleap,outleaps,outleaped,outleaping,outleaped
abraid,abraids,abraid,abraiding,abraid
foreseek,foreseeks,foresought,foreseeking,foresought
preset,presets,preset,presetting,preset
outbranch,outbranches,outbranched,outbranching,outbranched
tinge,tinges,tinged,tingeing,tinged
unbusy,unbusies,unbusied,unbusying,unbusied
stump,stumps,stumped,stumping,stumped
fixe,fixes,fixt,fixing,fixt
deossify,deossifies,deossified,deossifying,deossified
belight,belights,belit,belighting,belit
cruel,cruels,cruelled,cruelling,cruelled
miscome,miscomes,miscame,miscoming,miscome
taxi,taxis,taxied,taxying,taxied
rhapsody,rhapsodies,rhapsodied,rhapsodying,rhapsodied
unclinch,unclinches,unclinched,unclinching,unclinched
shoot,shoots,shot,shooting,shot
colly,collies,collied,collying,collied
navvy,navvies,navvied,navvying,navvied
birdie,birdies,birdied,birdying,birdied
timestomp,timestomps,timestomped,timestomping,timestomped
candy,candies,candied,candying,candied
counterread,counterreads,counterread,counterreading,counterread
curbstomp,curbstomps,curbstomped,curbstomping,curbstomped
burye,buryes,buryed,buryeing,buryed
ahem,ahems,ahemmed,ahemming,ahemmed
underdrive,underdrives,underdrove,underdriving,underdriven
steelman,steelmans,steelmanned,steelmanning,steelmanned
undereat,undereats,underate,undereating,undereaten
mango,mangoes,mangoed,mangoing,mangoed
gozz,gozz,gozzed,gozzing,gozzed
upcry,upcries,upcried,upcrying,upcried
reautopsy,reautopsies,reautopsied,reautopsying,reautopsied
weary,wearies,wearied,wearying,wearied
con,cons,conned,conning,conned
deunify,deunifies,deunified,deunifying,deunified
gab,gabs,gabbed,gabbing,gabbed
redispel,redispels,redispelled,redispelling,redispelled
debouch,debouches,debouched,debouching,debouched
endree,endrees,endreed,endreeing,endreed
recarry,recarries,recarried,recarrying,recarried
bewet,bewets,bewetted,bewetting,bewetted
outtravel,outtravels,outtravelled,outtravelling,outtravelled
gat,gats,gatted,gatting,gatted
outjog,outjogs,outjogged,outjogging,outjogged
thesp,thesps,thesped,thesping,thesped
rebeat,rebeats,rebeat,rebeating,rebeaten
intercome,intercomes,intercame,intercoming,intercome
blindstitch,blindstitches,blindstitched,blindstitching,blindstitched
witch,witches,witched,witching,witched
gallery,galleries,galleried,gallerying,galleried
humify,humifies,humified,humifying,humified
granny,grannies,grannied,grannying,grannied
jab,jabs,jabbed,jabbing,jabbed
remodify,remodifies,remodified,remodifying,remodified
ensearch,ensearches,ensearched,ensearching,ensearched
etherify,etherifies,etherified,etherifying,etherified
video,videoes,videoed,videoing,videoed
alleycat,alleycats,alleycatted,alleycatting,alleycatted
inventory,inventories,inventoried,inventorying,inventoried
mismarry,mismarries,mismarried,mismarrying,mismarried
preread,prereads,preread,prereading,preread
enemy,enemies,enemied,enemying,enemied
befit,befits,befit,befitting,befit
preclassify,preclassifies,preclassified,preclassifying,preclassified
deslag,deslags,deslagged,deslagging,deslagged
trolley,trolleys,trollied,trolleying,trollied
debend,debends,debent,debending,debent
hoist,hoists,hoist,hoisting,hoist
forshape,forshapes,forshaped,forshaping,forshapen
overcanopy,overcanopies,overcanopied,overcanopying,overcanopied
shumac,shumacs,shumacked,shumacking,shumacked
atren,atrens,atran,atrenning,atrun
upcome,upcomes,upcame,upcoming,upcome
withhold,withholds,withheld,withholding,withheld
xerocopy,xerocopies,xerocopied,xerocopying,xerocopied
counterspy,counterspies,counterspied,counterspying,counterspied
obesify,obesifies,obesified,obesifying,obesified
tole,toles,toled,toling,tollen
crimp,crimps,crimped,crimping,crimped
updive,updives,updove,updiving,updove
victory,victories,victoried,victorying,victoried
chit,chits,chitted,chitting,chitted
foxtrot,foxtrots,foxtrotted,foxtrotting,foxtrotted
stur,sturs,sturred,sturring,sturred
overdefer,overdefers,overdeferred,overdeferring,overdeferred
trothplight,trothplights,trothplight,trothplighting,trothplight
outdig,outdigs,outdug,outdigging,outdug
uncommit,uncommits,uncommitted,uncommitting,uncommitted
handgag,handgags,handgagged,handgagging,handgagged
countrify,countrifies,countrified,countrifying,countrified
biography,biographies,biographied,biographying,biographied
scorch,scorches,scorched,scorching,scorched
inbeat,inbeats,inbeat,inbeating,inbeaten
dye,dyes,dyed,dyeing,dyed
outdin,outdins,outdinned,outdinning,outdinned
gavel,gavels,gavelled,gavelling,gavelled
debel,debels,debelled,debelling,debelled
dinge,dinges,dinged,dingeing,dinged
whilly,whillies,whillied,whillying,whillied
remarry,remarries,remarried,remarrying,remarried
bedo,bedoes,bedid,bedoing,bedone
vblog,vblogs,vblogged,vblogging,vblogged
facsimile,facsimiles,facsimilied,facsimiling,facsimilied
areach,areaches,araught,areaching,araught
outknit,outknits,outknitted,outknitting,outknitted
walrus,walrusses,walrussed,walrussing,walrussed
underbreed,underbreeds,underbred,underbreeding,underbred
shrimp,shrimps,shrimped,shrimping,shrimped
hipsterfy,hipsterfies,hipsterfied,hipsterfying,hipsterfied
misplot,misplots,misplotted,misplotting,misplotted
gry,gries,gried,grying,gried
catch,catches,caught,catching,caught
runch,runches,runched,runching,runched
subnet,subnets,subnetted,subnetting,subnetted
overring,overrings,overrang,overringing,overrung
deidentify,deidentifies,deidentified,deidentifying,deidentified
karate,karates,karated,karateing,karated
begem,begems,begemmed,begemming,begemmed
encur,encurs,encurred,encurring,encurred
countermarch,countermarches,countermarched,countermarching,countermarched
deadleg,deadlegs,deadlegged,deadlegging,deadlegged
reimpel,reimpels,reimpelled,reimpelling,reimpelled
carnify,carnifies,carnified,carnifying,carnified
preach,preaches,preached,preaching,preached
tomcat,tomcats,tomcatted,tomcatting,tomcatted
fig,figs,figged,figging,figged
underwithhold,underwithholds,underwithheld,underwithholding,underwithheld
verbal,verbals,verballed,verballing,verballed
blat,blats,blatted,blatting,blatted
machete,machetes,macheted,macheteing,macheted
grump,grumps,grumped,grumping,grumped
clunch,clunches,clunched,clunching,clunched
shrim,shrims,shrimmed,shrimming,shrimmed
zot,zots,zotted,zotting,zotted
restick,resticks,restuck,resticking,restuck
oversatisfy,oversatisfies,oversatisfied,oversatisfying,oversatisfied
thrid,thrids,thridded,thridding,thridded
outshow,outshows,outshowed,outshowing,outshown
unrar,unrars,unrarred,unrarring,unrarred
filmify,filmifies,filmified,filmifying,filmified
outslut,outsluts,outslutted,outslutting,outslutted
underbid,underbids,underbid,underbidding,underbid
deattach,deattaches,deattached,deattaching,deattached
