wiktionary_form,person,number,tense,form
undevilling,Third,Singular,Present,Participle
undevilled,Third,Singular,Past,Participle
undevilled,Third,Singular,Past,Finite
begilt,Third,Singular,Past,Participle
begilt,Third,Singular,Past,Finite
wroten,Third,Singular,Past,Participle
begnawn,Third,Singular,Past,Participle
roughhewn,Third,Singular,Past,Participle
debosht,Third,Singular,Past,Participle
debosht,Third,Singular,Past,Finite
imbowelling,Third,Singular,Present,Participle
imbowelled,Third,Singular,Past,Participle
imbowelled,Third,Singular,Past,Finite
atseet,Third,Singular,Past,Finite
atsitten,Third,Singular,Past,Participle
atslope,Third,Singular,Past,Finite
atslopen,Third,Singular,Past,Participle
atraught,Third,Singular,Past,Participle
atraught,Third,Singular,Past,Finite
atrone,Third,Singular,Past,Finite
atrinnen,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
wote,Third,Singular,Present,Finite
wote,Third,Singular,Present,Finite
besmelt,Third,Singular,Past,Participle
besmelt,Third,Singular,Past,Finite
appaid,Third,Singular,Past,Participle
appaid,Third,Singular,Past,Finite
bewedded,Third,Singular,Past,Participle
bewedded,Third,Singular,Past,Finite
docquetting,Third,Singular,Present,Participle
docquetted,Third,Singular,Past,Participle
docquetted,Third,Singular,Past,Finite
disped,Third,Singular,Past,Participle
disped,Third,Singular,Past,Finite
forspilt,Third,Singular,Past,Participle
forspilt,Third,Singular,Past,Finite
forslong,Third,Singular,Past,Finite
forslongen,Third,Singular,Past,Participle
forburnt,Third,Singular,Past,Participle
forburnt,Third,Singular,Past,Finite
formolt,Third,Singular,Past,Finite
formolten,Third,Singular,Past,Participle
forfoughten,Third,Singular,Past,Participle
unwomanning,Third,Singular,Present,Participle
unwomanned,Third,Singular,Past,Participle
unwomanned,Third,Singular,Past,Finite
beshote,Third,Singular,Past,Finite
beshat,Third,Singular,Past,Finite
forworshiping,Third,Singular,Present,Participle
forworshiped,Third,Singular,Past,Participle
forworshiped,Third,Singular,Past,Finite
forword,Third,Singular,Past,Finite
forworthen,Third,Singular,Past,Participle
forworden,Third,Singular,Past,Participle
forwrought,Third,Singular,Past,Participle
forwrought,Third,Singular,Past,Finite
forwaxen,Third,Singular,Past,Participle
moovd,Third,Singular,Past,Participle
moovd,Third,Singular,Past,Finite
pannelling,Third,Singular,Present,Participle
pannelled,Third,Singular,Past,Participle
pannelled,Third,Singular,Past,Finite
belearnt,Third,Singular,Past,Participle
belearnt,Third,Singular,Past,Finite
skypeing,Third,Singular,Present,Participle
shumacking,Third,Singular,Present,Participle
shumacked,Third,Singular,Past,Participle
shumacked,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
wott,Third,Singular,Present,Finite
wott,Third,Singular,Present,Finite
beleaped,Third,Singular,Past,Participle
beleaped,Third,Singular,Past,Finite
besped,Third,Singular,Past,Participle
besped,Third,Singular,Past,Finite
handknit,Third,Singular,Past,Participle
handknit,Third,Singular,Past,Finite
bedrunken,Third,Singular,Past,Participle
inbent,Third,Singular,Past,Participle
inbent,Third,Singular,Past,Finite
overfocusses,Third,Singular,Present,Finite
overfocussing,Third,Singular,Present,Participle
overfocussed,Third,Singular,Past,Participle
overfocussed,Third,Singular,Past,Finite
misclove,Third,Singular,Past,Finite
miscloven,Third,Singular,Past,Participle
casevacking,Third,Singular,Present,Participle
casevacked,Third,Singular,Past,Participle
casevacked,Third,Singular,Past,Finite
faselling,Third,Singular,Present,Participle
faselled,Third,Singular,Past,Participle
faselled,Third,Singular,Past,Finite
spulzying,Third,Singular,Present,Participle
corvetting,Third,Singular,Present,Participle
corvetted,Third,Singular,Past,Participle
corvetted,Third,Singular,Past,Finite
shatposted,Third,Singular,Past,Participle
shatposted,Third,Singular,Past,Finite
aunswereth,Third,Singular,Present,Finite
aunswerd,Third,Singular,Past,Participle
uplit,Third,Singular,Past,Participle
uplit,Third,Singular,Past,Finite
bloke,Third,Singular,Past,Finite
blicken,Third,Singular,Past,Participle
wheelstood,Third,Singular,Past,Participle
wheelstood,Third,Singular,Past,Finite
abarred,Third,Singular,Past,Participle
abarred,Third,Singular,Past,Finite
fingerspelt,Third,Singular,Past,Participle
fingerspelt,Third,Singular,Past,Finite
crosslit,Third,Singular,Past,Participle
crosslit,Third,Singular,Past,Finite
reshod,Third,Singular,Past,Participle
reshod,Third,Singular,Past,Finite
misstricken,Third,Singular,Past,Participle
redreamt,Third,Singular,Past,Participle
redreamt,Third,Singular,Past,Finite
miswedded,Third,Singular,Past,Participle
miswedded,Third,Singular,Past,Finite
resprung,Third,Singular,Past,Finite
beshod,Third,Singular,Past,Participle
beshod,Third,Singular,Past,Finite
bethrust,Third,Singular,Past,Participle
bethrust,Third,Singular,Past,Finite
ungilt,Third,Singular,Past,Participle
ungilt,Third,Singular,Past,Finite
awestricken,Third,Singular,Past,Participle
galletting,Third,Singular,Present,Participle
galletted,Third,Singular,Past,Participle
galletted,Third,Singular,Past,Finite
jacklit,Third,Singular,Past,Participle
jacklit,Third,Singular,Past,Finite
overnimmed,Third,Singular,Past,Finite
overnimmed,Third,Singular,Past,Participle
shrunk,Third,Singular,Past,Finite
shrunken,Third,Singular,Past,Participle
sodcast,Third,Singular,Past,Participle
sodcast,Third,Singular,Past,Finite
overfore,Third,Singular,Past,Finite
overfaren,Third,Singular,Past,Participle
dezincking,Third,Singular,Present,Participle
dezincked,Third,Singular,Past,Participle
dezincked,Third,Singular,Past,Finite
forespelt,Third,Singular,Past,Participle
forespelt,Third,Singular,Past,Finite
overproven,Third,Singular,Past,Participle
inmixt,Third,Singular,Past,Participle
enmixt,Third,Singular,Past,Participle
enmixt,Third,Singular,Past,Finite
pointcast,Third,Singular,Past,Participle
pointcast,Third,Singular,Past,Finite
foredreamt,Third,Singular,Past,Participle
foredreamt,Third,Singular,Past,Finite
mischannelling,Third,Singular,Present,Participle
mischannelled,Third,Singular,Past,Participle
mischannelled,Third,Singular,Past,Finite
carnaping,Third,Singular,Present,Participle
carnaped,Third,Singular,Past,Participle
carnaped,Third,Singular,Past,Finite
prewetted,Third,Singular,Past,Participle
prewetted,Third,Singular,Past,Finite
misfocusses,Third,Singular,Present,Finite
misfocussing,Third,Singular,Present,Participle
misfocussed,Third,Singular,Past,Participle
misfocussed,Third,Singular,Past,Finite
deflead,Third,Singular,Past,Participle
deflead,Third,Singular,Past,Finite
hallalling,Third,Singular,Present,Participle
hallalled,Third,Singular,Past,Participle
hallalled,Third,Singular,Past,Finite
hugboxxing,Third,Singular,Present,Participle
hugboxxed,Third,Singular,Past,Participle
hugboxxed,Third,Singular,Past,Finite
yote,Third,Singular,Past,Finite
repanelling,Third,Singular,Present,Participle
repanelled,Third,Singular,Past,Participle
repanelled,Third,Singular,Past,Finite
exfilling,Third,Singular,Present,Participle
exfilled,Third,Singular,Past,Participle
exfilled,Third,Singular,Past,Finite
reburnt,Third,Singular,Past,Participle
reburnt,Third,Singular,Past,Finite
macromodelling,Third,Singular,Present,Participle
macromodelled,Third,Singular,Past,Participle
macromodelled,Third,Singular,Past,Finite
unearnt,Third,Singular,Past,Participle
unearnt,Third,Singular,Past,Finite
courtmartialling,Third,Singular,Present,Participle
courtmartialled,Third,Singular,Past,Participle
courtmartialled,Third,Singular,Past,Finite
lassues,Third,Singular,Present,Finite
telebroadcast,Third,Singular,Past,Participle
telebroadcast,Third,Singular,Past,Finite
whorf,Third,Singular,Past,Finite
whorven,Third,Singular,Past,Participle
overcladded,Third,Singular,Past,Participle
overcladded,Third,Singular,Past,Finite
upgirt,Third,Singular,Past,Participle
upgirt,Third,Singular,Past,Finite
foresignalling,Third,Singular,Present,Participle
foresignalled,Third,Singular,Past,Participle
foresignalled,Third,Singular,Past,Finite
missignalling,Third,Singular,Present,Participle
missignalled,Third,Singular,Past,Participle
missignalled,Third,Singular,Past,Finite
unlit,Third,Singular,Past,Participle
unlit,Third,Singular,Past,Finite
paypalling,Third,Singular,Present,Participle
paypalled,Third,Singular,Past,Participle
paypalled,Third,Singular,Past,Finite
reclove,Third,Singular,Past,Finite
recloven,Third,Singular,Past,Participle
outsmelt,Third,Singular,Past,Participle
outsmelt,Third,Singular,Past,Finite
outsewn,Third,Singular,Past,Participle
lawnmown,Third,Singular,Past,Participle
debiasses,Third,Singular,Present,Finite
debiassing,Third,Singular,Present,Participle
debiassed,Third,Singular,Past,Participle
debiassed,Third,Singular,Past,Finite
uncancelling,Third,Singular,Present,Participle
uncancelled,Third,Singular,Past,Participle
uncancelled,Third,Singular,Past,Finite
overclad,Third,Singular,Past,Participle
overclad,Third,Singular,Past,Finite
bechode,Third,Singular,Past,Finite
bechidden,Third,Singular,Past,Participle
remown,Third,Singular,Past,Participle
sprent,Third,Singular,Past,Participle
sprent,Third,Singular,Past,Finite
fkn,Third,Singular,Present,Participle
fg,Third,Singular,Present,Participle
fd,Third,Singular,Past,Participle
fd,Third,Singular,Past,Finite
pigstuck,Third,Singular,Past,Participle
pigstuck,Third,Singular,Past,Finite
unthrove,Third,Singular,Past,Finite
unthriven,Third,Singular,Past,Participle
unfuelling,Third,Singular,Present,Participle
unfuelled,Third,Singular,Past,Participle
unfuelled,Third,Singular,Past,Finite
unshat,Third,Singular,Past,Participle
unshat,Third,Singular,Past,Finite
defuelling,Third,Singular,Present,Participle
defuelled,Third,Singular,Past,Participle
defuelled,Third,Singular,Past,Finite
unfellowshiping,Third,Singular,Present,Participle
unfellowshiped,Third,Singular,Past,Participle
unfellowshiped,Third,Singular,Past,Finite
enkernelling,Third,Singular,Present,Participle
enkernelled,Third,Singular,Past,Participle
enkernelled,Third,Singular,Past,Finite
delabelling,Third,Singular,Present,Participle
delabelled,Third,Singular,Past,Participle
delabelled,Third,Singular,Past,Finite
coft,Third,Singular,Past,Participle
coft,Third,Singular,Past,Finite
reearnt,Third,Singular,Past,Participle
reearnt,Third,Singular,Past,Finite
oversignalling,Third,Singular,Present,Participle
oversignalled,Third,Singular,Past,Participle
oversignalled,Third,Singular,Past,Finite
broast,Third,Singular,Past,Participle
broast,Third,Singular,Past,Finite
outshapen,Third,Singular,Past,Participle
breengeing,Third,Singular,Present,Participle
glossary,Third,Singular,Present,Finite
endew,Third,Singular,Present,Finite
endew,Third,Singular,Present,Finite
destank,Third,Singular,Past,Finite
destunk,Third,Singular,Past,Participle
deageing,Third,Singular,Present,Participle
overfret,Third,Singular,Past,Finite
overfrate,Third,Singular,Past,Finite
overfretten,Third,Singular,Past,Participle
coimmunolabelling,Third,Singular,Present,Participle
coimmunolabelled,Third,Singular,Past,Participle
coimmunolabelled,Third,Singular,Past,Finite
plantsitted,Third,Singular,Past,Participle
plantsitted,Third,Singular,Past,Finite
tiktokking,Third,Singular,Present,Participle
tiktokked,Third,Singular,Past,Participle
tiktokked,Third,Singular,Past,Finite
barbacueing,Third,Singular,Present,Participle
microlabelling,Third,Singular,Present,Participle
microlabelled,Third,Singular,Past,Participle
microlabelled,Third,Singular,Past,Finite
rurnt,Third,Singular,Past,Participle
rurnt,Third,Singular,Past,Finite
postsynching,Third,Singular,Present,Participle
postsynched,Third,Singular,Past,Participle
postsynched,Third,Singular,Past,Finite
reshovelling,Third,Singular,Present,Participle
reshovelled,Third,Singular,Past,Participle
reshovelled,Third,Singular,Past,Finite
outwoke,Third,Singular,Past,Finite
downbetted,Third,Singular,Past,Participle
downbetted,Third,Singular,Past,Finite
rebevelling,Third,Singular,Present,Participle
rebevelled,Third,Singular,Past,Participle
rebevelled,Third,Singular,Past,Finite
toboganning,Third,Singular,Present,Participle
toboganned,Third,Singular,Past,Participle
toboganned,Third,Singular,Past,Finite
reshone,Third,Singular,Past,Participle
reshone,Third,Singular,Past,Finite
recancelling,Third,Singular,Present,Participle
recancelled,Third,Singular,Past,Participle
recancelled,Third,Singular,Past,Finite
rechiselling,Third,Singular,Present,Participle
rechiselled,Third,Singular,Past,Participle
rechiselled,Third,Singular,Past,Finite
reshore,Third,Singular,Past,Finite
detargetting,Third,Singular,Present,Participle
detargetted,Third,Singular,Past,Participle
detargetted,Third,Singular,Past,Finite
pallisadoes,Third,Singular,Present,Finite
pallisadoeing,Third,Singular,Present,Participle
radiocast,Third,Singular,Past,Participle
radiocast,Third,Singular,Past,Finite
misknitted,Third,Singular,Past,Participle
misknitted,Third,Singular,Past,Finite
mislevelling,Third,Singular,Present,Participle
mislevelled,Third,Singular,Past,Participle
mislevelled,Third,Singular,Past,Finite
undersignalling,Third,Singular,Present,Participle
undersignalled,Third,Singular,Past,Participle
undersignalled,Third,Singular,Past,Finite
remetalling,Third,Singular,Present,Participle
remetalled,Third,Singular,Past,Participle
remetalled,Third,Singular,Past,Finite
immunofocusses,Third,Singular,Present,Finite
immunofocussing,Third,Singular,Present,Participle
immunofocussed,Third,Singular,Past,Participle
immunofocussed,Third,Singular,Past,Finite
postcueing,Third,Singular,Present,Participle
satcast,Third,Singular,Past,Participle
satcast,Third,Singular,Past,Finite
reoutputted,Third,Singular,Past,Participle
reoutputted,Third,Singular,Past,Finite
colabelling,Third,Singular,Present,Participle
colabelled,Third,Singular,Past,Participle
colabelled,Third,Singular,Past,Finite
airnt,Third,Singular,Past,Participle
airnt,Third,Singular,Past,Finite
unjewelling,Third,Singular,Present,Participle
unjewelled,Third,Singular,Past,Participle
unjewelled,Third,Singular,Past,Finite
unswivelling,Third,Singular,Present,Participle
unswivelled,Third,Singular,Past,Participle
unswivelled,Third,Singular,Past,Finite
unsprung,Third,Singular,Past,Finite
unpetalling,Third,Singular,Present,Participle
unpetalled,Third,Singular,Past,Participle
unpetalled,Third,Singular,Past,Finite
soyjakking,Third,Singular,Present,Participle
soyjakked,Third,Singular,Past,Participle
soyjakked,Third,Singular,Past,Finite
overshaven,Third,Singular,Past,Participle
undergotten,Third,Singular,Past,Participle
unspilt,Third,Singular,Past,Participle
unspilt,Third,Singular,Past,Finite
bemedalling,Third,Singular,Present,Participle
bemedalled,Third,Singular,Past,Participle
bemedalled,Third,Singular,Past,Finite
underlevelling,Third,Singular,Present,Participle
underlevelled,Third,Singular,Past,Participle
underlevelled,Third,Singular,Past,Finite
overworshiping,Third,Singular,Present,Participle
overworshiped,Third,Singular,Past,Participle
overworshiped,Third,Singular,Past,Finite
gristbit,Third,Singular,Past,Participle
unbarrelling,Third,Singular,Present,Participle
unbarrelled,Third,Singular,Past,Participle
unbarrelled,Third,Singular,Past,Finite
manarvelling,Third,Singular,Present,Participle
manarvelled,Third,Singular,Past,Participle
manarvelled,Third,Singular,Past,Finite
manavelling,Third,Singular,Present,Participle
manavelling,Third,Singular,Past,Participle
manavelling,Third,Singular,Past,Finite
unparcelling,Third,Singular,Present,Participle
unparcelled,Third,Singular,Past,Participle
unparcelled,Third,Singular,Past,Finite
soogieing,Third,Singular,Present,Participle
renickelling,Third,Singular,Present,Participle
renickelled,Third,Singular,Past,Participle
renickelled,Third,Singular,Past,Finite
prefit,Third,Singular,Past,Participle
prefit,Third,Singular,Past,Finite
outcarolling,Third,Singular,Present,Participle
outcarolled,Third,Singular,Past,Participle
outcarolled,Third,Singular,Past,Finite
upbidded,Third,Singular,Past,Participle
upbidded,Third,Singular,Past,Finite
outdevilling,Third,Singular,Present,Participle
outdevilled,Third,Singular,Past,Participle
outdevilled,Third,Singular,Past,Finite
outmarvelling,Third,Singular,Present,Participle
outmarvelled,Third,Singular,Past,Participle
outmarvelled,Third,Singular,Past,Finite
coorieing,Third,Singular,Present,Participle
mowburnt,Third,Singular,Past,Participle
mowburnt,Third,Singular,Past,Finite
counterenamelling,Third,Singular,Present,Participle
counterenamelled,Third,Singular,Past,Participle
counterenamelled,Third,Singular,Past,Finite
unbeing,Third,Singular,Present,Participle
unbeen,Third,Singular,Past,Participle
misshod,Third,Singular,Past,Participle
misshod,Third,Singular,Past,Finite
misspit,Third,Singular,Past,Participle
misspit,Third,Singular,Past,Finite
unpedestalling,Third,Singular,Present,Participle
unpedestalled,Third,Singular,Past,Participle
unpedestalled,Third,Singular,Past,Finite
recredentialling,Third,Singular,Present,Participle
recredentialled,Third,Singular,Past,Participle
recredentialled,Third,Singular,Past,Finite
enjewelling,Third,Singular,Present,Participle
enjewelled,Third,Singular,Past,Participle
enjewelled,Third,Singular,Past,Finite
mishewn,Third,Singular,Past,Participle
reinitialling,Third,Singular,Present,Participle
reinitialled,Third,Singular,Past,Participle
reinitialled,Third,Singular,Past,Finite
unlabelling,Third,Singular,Present,Participle
unlabelled,Third,Singular,Past,Participle
unlabelled,Third,Singular,Past,Finite
powerlevelling,Third,Singular,Present,Participle
powerlevelled,Third,Singular,Past,Participle
powerlevelled,Third,Singular,Past,Finite
embarrelling,Third,Singular,Present,Participle
embarrelled,Third,Singular,Past,Participle
embarrelled,Third,Singular,Past,Finite
scravelling,Third,Singular,Present,Participle
scravelled,Third,Singular,Past,Participle
scravelled,Third,Singular,Past,Finite
motornaping,Third,Singular,Present,Participle
motornaped,Third,Singular,Past,Participle
motornaped,Third,Singular,Past,Finite
unsandalling,Third,Singular,Present,Participle
unsandalled,Third,Singular,Past,Participle
unsandalled,Third,Singular,Past,Finite
unsmelt,Third,Singular,Past,Participle
unsmelt,Third,Singular,Past,Finite
deaggroes,Third,Singular,Present,Finite
overlevelling,Third,Singular,Present,Participle
overlevelled,Third,Singular,Past,Participle
overlevelled,Third,Singular,Past,Finite
upburnt,Third,Singular,Past,Participle
upburnt,Third,Singular,Past,Finite
unspiralling,Third,Singular,Present,Participle
unspiralled,Third,Singular,Past,Participle
unspiralled,Third,Singular,Past,Finite
hypertargetting,Third,Singular,Present,Participle
hypertargetted,Third,Singular,Past,Participle
hypertargetted,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
wotte,Third,Singular,Present,Finite
wotte,Third,Singular,Present,Finite
quod,Third,Singular,Past,Finite
quethed,Third,Singular,Past,Finite
queathen,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
queathes,Third,Singular,Present,Finite
quod,Third,Singular,Past,Finite
queath,Third,Singular,Present,Finite
quod,Third,Singular,Past,Finite
queath,Third,Singular,Present,Finite
queathen,Third,Singular,Past,Participle
quothen,Third,Singular,Past,Participle
quoden,Third,Singular,Past,Participle
resmelt,Third,Singular,Past,Participle
resmelt,Third,Singular,Past,Finite
undiademming,Third,Singular,Present,Participle
undiademmed,Third,Singular,Past,Participle
undiademmed,Third,Singular,Past,Finite
